sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,147.32.80.9,38036,53,17,2,312,60,372,186.0,126.0,0.0003619194030761719,0.0003619194030761719,0.0003619194030761719,0.0003619194030761719,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,60386,53,17,2,507,62,569,284.5,222.5,0.001901865005493164,0.001901865005493164,0.001901865005493164,0.001901865005493164,0.0,1,1.0,1,62,62,62,62,0.0,62,1,507,507,507,507,0.0,507
147.32.84.134,147.32.80.9,56564,53,17,2,176,56,232,116.0,60.0,0.0003459453582763672,0.0003459453582763672,0.0003459453582763672,0.0003459453582763672,0.0,1,1.0,1,56,56,56,56,0.0,56,1,176,176,176,176,0.0,176
147.32.84.134,78.24.10.28,36079,80,6,46,1500,40,25760,560.0,640.4750953987882,2.9995360374450684,2.86102294921875e-06,3.0159571170806885,0.06702126926845975,0.442093494054247,15,0.3333333333333333,22,477,40,1361,61.86363636363637,90.73953506129781,60,24,1500,40,24399,1016.625,585.4205619680607,48
147.32.84.170,147.32.80.9,60443,53,17,2,185,67,252,126.0,59.0,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.164,147.32.80.9,40325,53,17,2,114,57,171,85.5,28.5,0.0037970542907714844,0.0037970542907714844,0.0037970542907714844,0.0037970542907714844,0.0,1,1.0,1,57,57,57,57,0.0,57,1,114,114,114,114,0.0,114
147.32.84.164,147.32.80.9,56779,53,17,2,135,61,196,98.0,37.0,0.0003211498260498047,0.0003211498260498047,0.0003211498260498047,0.0003211498260498047,0.0,1,1.0,1,61,61,61,61,0.0,61,1,135,135,135,135,0.0,135
147.32.84.170,147.32.80.9,55669,53,17,2,132,61,193,96.5,35.5,0.0003070831298828125,0.0003070831298828125,0.0003070831298828125,0.0003070831298828125,0.0,1,1.0,1,61,61,61,61,0.0,61,1,132,132,132,132,0.0,132
147.32.84.164,194.79.52.196,42202,80,6,33,1500,40,24661,747.3030303030303,691.1895536549482,45.10933780670166,2.86102294921875e-06,91.28670501708984,2.8527095317840576,10.897325847111967,19,0.59375,14,1213,52,2987,213.35714285714286,393.8436250853988,60,19,1500,40,21674,1140.7368421052631,592.1215950963968,64
147.32.84.134,78.24.14.16,45309,80,6,14,1500,52,5626,401.85714285714283,585.1009506478174,0.007647991180419922,3.814697265625e-06,0.014895915985107422,0.0011458396911621094,0.0019943796128552584,5,0.38461538461538464,7,510,52,830,118.57142857142857,159.82388266272272,60,7,1500,52,4796,685.1428571428571,706.1451547605752,60
147.32.84.164,77.75.77.9,44560,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,15.220000982284546,8.296966552734375e-05,15.226315021514893,3.0452630043029787,6.087369293398168,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.164,147.32.80.9,57888,53,17,2,192,55,247,123.5,68.5,0.0003638267517089844,0.0003638267517089844,0.0003638267517089844,0.0003638267517089844,0.0,1,1.0,1,55,55,55,55,0.0,55,1,192,192,192,192,0.0,192
147.32.84.164,147.32.80.9,39953,53,17,2,131,63,194,97.0,34.0,0.0003409385681152344,0.0003409385681152344,0.0003409385681152344,0.0003409385681152344,0.0,1,1.0,1,63,63,63,63,0.0,63,1,131,131,131,131,0.0,131
147.32.84.164,147.32.80.9,44849,53,17,2,387,67,454,227.0,160.0,0.0018970966339111328,0.0018970966339111328,0.0018970966339111328,0.0018970966339111328,0.0,1,1.0,1,67,67,67,67,0.0,67,1,387,387,387,387,0.0,387
147.32.84.170,147.32.80.9,33419,53,17,2,185,67,252,126.0,59.0,0.0004611015319824219,0.0004611015319824219,0.0004611015319824219,0.0004611015319824219,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.134,147.32.80.9,51521,53,17,2,417,69,486,243.0,174.0,0.009403228759765625,0.009403228759765625,0.009403228759765625,0.009403228759765625,0.0,1,1.0,1,69,69,69,69,0.0,69,1,417,417,417,417,0.0,417
147.32.84.170,195.24.233.55,35019,80,6,10,384,52,1079,107.9,111.1867348203013,0.18178701400756836,4.0531158447265625e-06,0.2989461421966553,0.033216238021850586,0.054452591119553154,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60
147.32.84.170,193.48.200.8,52987,80,6,10,526,52,1458,145.8,183.7181537028935,0.025720834732055664,6.9141387939453125e-06,0.08561491966247559,0.009512768851386176,0.011548548513700024,5,0.5555555555555556,5,526,52,742,148.4,188.8254220172697,60,5,500,52,716,143.2,178.42690380096832,60
147.32.84.134,147.32.80.9,56678,53,17,2,113,62,175,87.5,25.5,0.0002551078796386719,0.0002551078796386719,0.0002551078796386719,0.0002551078796386719,0.0,1,1.0,1,62,62,62,62,0.0,62,1,113,113,113,113,0.0,113
147.32.84.164,147.32.80.9,35064,53,17,2,125,69,194,97.0,28.0,0.0001690387725830078,0.0001690387725830078,0.0001690387725830078,0.0001690387725830078,0.0,1,1.0,1,69,69,69,69,0.0,69,1,125,125,125,125,0.0,125
147.32.84.170,193.48.200.8,52982,80,6,240,1420,52,264687,1102.8625,575.6187484731105,0.025903940200805664,2.86102294921875e-06,0.38066601753234863,0.0015927448432315843,0.0059530592803790135,71,0.29707112970711297,53,540,52,3252,61.35849056603774,66.38455558609336,60,187,1420,52,261435,1398.048128342246,171.53625716808347,60
147.32.84.170,147.32.80.9,35823,53,17,2,312,60,372,186.0,126.0,0.0004138946533203125,0.0004138946533203125,0.0004138946533203125,0.0004138946533203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,49625,53,17,2,312,60,372,186.0,126.0,0.0005040168762207031,0.0005040168762207031,0.0005040168762207031,0.0005040168762207031,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,35029,53,17,2,312,60,372,186.0,126.0,0.0004551410675048828,0.0004551410675048828,0.0004551410675048828,0.0004551410675048828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,48999,53,17,2,61,61,122,61.0,0.0,0.2467660903930664,0.2467660903930664,0.2467660903930664,0.2467660903930664,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.164,147.32.80.9,52131,53,17,2,131,74,205,102.5,28.5,0.00021910667419433594,0.00021910667419433594,0.00021910667419433594,0.00021910667419433594,0.0,1,1.0,1,74,74,74,74,0.0,74,1,131,131,131,131,0.0,131
147.32.84.170,147.32.80.9,48479,53,17,2,118,64,182,91.0,27.0,0.0002429485321044922,0.0002429485321044922,0.0002429485321044922,0.0002429485321044922,0.0,1,1.0,1,64,64,64,64,0.0,64,1,118,118,118,118,0.0,118
147.32.84.170,89.167.251.252,53395,80,6,10,378,52,1088,108.8,111.90067023927963,0.5161309242248535,7.867813110351562e-06,0.6068120002746582,0.06742355558607313,0.15918096244984475,6,0.6666666666666666,6,278,52,546,91.0,83.67994582534894,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.170,147.32.80.9,55525,53,17,2,312,60,372,186.0,126.0,0.0004570484161376953,0.0004570484161376953,0.0004570484161376953,0.0004570484161376953,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,38600,53,17,2,106,56,162,81.0,25.0,0.0004410743713378906,0.0004410743713378906,0.0004410743713378906,0.0004410743713378906,0.0,1,1.0,1,56,56,56,56,0.0,56,1,106,106,106,106,0.0,106
147.32.84.164,74.125.232.204,35942,80,6,204,1470,40,134481,659.2205882352941,600.4131791146459,45.10467290878296,3.814697265625e-06,295.24778985977173,1.4544226101466589,7.156723398876178,105,0.5172413793103449,109,1470,52,66205,607.3853211009174,642.7707641121942,60,95,1470,40,68276,718.6947368421053,541.7171931374527,60
147.32.84.134,147.32.80.9,42762,53,17,4,524,58,757,189.25,194.23873841229508,419.2136330604553,0.0003628730773925781,419.25651693344116,139.75217231114706,197.60909472563887,3,1.0,2,66,58,124,62.0,4.0,58,2,524,109,633,316.5,207.5,109
147.32.84.170,147.32.80.9,38278,53,17,2,348,57,405,202.5,145.5,0.07303190231323242,0.07303190231323242,0.07303190231323242,0.07303190231323242,0.0,1,1.0,1,57,57,57,57,0.0,57,1,348,348,348,348,0.0,348
147.32.84.134,147.32.80.9,50258,53,17,2,179,67,246,123.0,56.0,0.04491901397705078,0.04491901397705078,0.04491901397705078,0.04491901397705078,0.0,1,1.0,1,67,67,67,67,0.0,67,1,179,179,179,179,0.0,179
147.32.84.134,78.24.14.16,45279,80,6,11,872,52,1861,169.1818181818182,257.0266410605641,0.03089308738708496,6.9141387939453125e-06,0.036711931228637695,0.0036711931228637696,0.00908866030886202,5,0.5,6,505,52,773,128.83333333333334,168.25220817438193,60,5,872,52,1088,217.6,327.21466959780395,60
147.32.84.134,92.123.64.195,38724,443,6,17,1024,52,2818,165.76470588235293,244.1979740272862,29.77188491821289,7.867813110351562e-06,35.95472693443298,2.2471704334020615,7.246803648021166,8,0.5,10,251,52,925,92.5,79.03575140403234,60,7,1024,52,1893,270.42857142857144,342.45535981991543,60
147.32.84.164,74.125.232.205,36037,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,12.955699920654297,0.00011801719665527344,12.971620798110962,2.594324159622192,5.180689015331034,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.164,147.32.80.9,35495,53,17,2,132,61,193,96.5,35.5,0.00030803680419921875,0.00030803680419921875,0.00030803680419921875,0.00030803680419921875,0.0,1,1.0,1,61,61,61,61,0.0,61,1,132,132,132,132,0.0,132
147.32.84.134,147.32.80.9,57093,53,17,2,61,61,122,61.0,0.0,0.24739909172058105,0.24739909172058105,0.24739909172058105,0.24739909172058105,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.164,147.32.80.9,54979,53,17,2,178,61,239,119.5,58.5,0.0004909038543701172,0.0004909038543701172,0.0004909038543701172,0.0004909038543701172,0.0,1,1.0,1,61,61,61,61,0.0,61,1,178,178,178,178,0.0,178
147.32.84.170,147.32.80.9,53048,53,17,2,312,60,372,186.0,126.0,0.0009551048278808594,0.0009551048278808594,0.0009551048278808594,0.0009551048278808594,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,38872,53,17,2,119,59,178,89.0,30.0,0.00018596649169921875,0.00018596649169921875,0.00018596649169921875,0.00018596649169921875,0.0,1,1.0,1,59,59,59,59,0.0,59,1,119,119,119,119,0.0,119
147.32.84.164,147.32.80.9,38080,53,17,2,129,60,189,94.5,34.5,0.00031304359436035156,0.00031304359436035156,0.00031304359436035156,0.00031304359436035156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,129,129,129,129,0.0,129
147.32.84.164,147.32.80.9,53271,53,17,2,133,60,193,96.5,36.5,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,133,133,133,133,0.0,133
147.32.84.134,147.32.80.9,54863,53,17,2,219,74,293,146.5,72.5,0.00032806396484375,0.00032806396484375,0.00032806396484375,0.00032806396484375,0.0,1,1.0,1,74,74,74,74,0.0,74,1,219,219,219,219,0.0,219
147.32.84.164,77.93.192.142,45376,80,6,40,1420,40,28468,711.7,655.5098473707317,45.07637906074524,2.86102294921875e-06,129.16314911842346,3.3118756184211144,11.470371026182733,19,0.48717948717948717,17,760,52,2273,133.7058823529412,222.3891038131358,60,23,1420,40,26195,1138.9130434782608,530.376971190302,64
147.32.84.134,147.32.80.9,50797,53,17,2,216,66,282,141.0,75.0,0.0003268718719482422,0.0003268718719482422,0.0003268718719482422,0.0003268718719482422,0.0,1,1.0,1,66,66,66,66,0.0,66,1,216,216,216,216,0.0,216
147.32.84.170,195.24.233.55,50286,80,6,10,384,52,1079,107.9,111.1867348203013,0.13545894622802734,7.009506225585938e-05,0.24984097480773926,0.027760108311971027,0.04046492112767121,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60
147.32.84.134,147.32.80.9,58462,53,17,2,137,59,196,98.0,39.0,0.06803083419799805,0.06803083419799805,0.06803083419799805,0.06803083419799805,0.0,1,1.0,1,59,59,59,59,0.0,59,1,137,137,137,137,0.0,137
147.32.84.164,147.32.80.9,38894,53,17,2,116,64,180,90.0,26.0,0.0001850128173828125,0.0001850128173828125,0.0001850128173828125,0.0001850128173828125,0.0,1,1.0,1,64,64,64,64,0.0,64,1,116,116,116,116,0.0,116
147.32.84.164,194.79.52.195,57816,80,6,6,64,40,320,53.333333333333336,7.5424723326564935,19.762431859970093,5.0067901611328125e-05,19.766100883483887,3.953220176696777,7.904605900224662,3,0.6,3,60,52,164,54.666666666666664,3.7712361663282468,60,3,64,40,156,52.0,9.797958971132712,64
147.32.84.164,147.32.80.9,41024,53,17,2,111,59,170,85.0,26.0,0.0002579689025878906,0.0002579689025878906,0.0002579689025878906,0.0002579689025878906,0.0,1,1.0,1,59,59,59,59,0.0,59,1,111,111,111,111,0.0,111
147.32.84.164,147.32.80.9,45418,53,17,2,129,56,185,92.5,36.5,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.0,1,1.0,1,56,56,56,56,0.0,56,1,129,129,129,129,0.0,129
147.32.84.164,194.79.52.204,41599,80,6,6,64,40,320,53.333333333333336,7.5424723326564935,19.79594898223877,1.0013580322265625e-05,19.799345016479492,3.9598690032958985,7.9180400235825665,3,0.6,3,60,52,164,54.666666666666664,3.7712361663282468,60,3,64,40,156,52.0,9.797958971132712,64
147.32.84.164,147.32.80.9,49085,53,17,2,111,61,172,86.0,25.0,0.0002429485321044922,0.0002429485321044922,0.0002429485321044922,0.0002429485321044922,0.0,1,1.0,1,61,61,61,61,0.0,61,1,111,111,111,111,0.0,111
147.32.84.134,147.32.80.9,48663,53,17,2,109,59,168,84.0,25.0,0.0004291534423828125,0.0004291534423828125,0.0004291534423828125,0.0004291534423828125,0.0,1,1.0,1,59,59,59,59,0.0,59,1,109,109,109,109,0.0,109
147.32.84.134,147.32.80.9,45859,53,17,2,111,56,167,83.5,27.5,0.00037789344787597656,0.00037789344787597656,0.00037789344787597656,0.00037789344787597656,0.0,1,1.0,1,56,56,56,56,0.0,56,1,111,111,111,111,0.0,111
147.32.84.164,74.121.138.200,41565,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,7.594904899597168,0.0001430511474609375,11.390607833862305,1.8984346389770508,2.8895236062870544,5,0.8333333333333334,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60
147.32.84.170,89.167.251.252,40547,80,6,13,475,52,1889,145.30769230769232,143.4821804081418,0.17611980438232422,0.00013303756713867188,0.3437209129333496,0.02864340941111247,0.048856206240528534,8,0.6666666666666666,7,294,52,851,121.57142857142857,107.51459321925579,60,6,475,52,1038,173.0,172.3233394910084,60
147.32.84.170,147.32.80.9,56566,53,17,2,129,57,186,93.0,36.0,0.00029206275939941406,0.00029206275939941406,0.00029206275939941406,0.00029206275939941406,0.0,1,1.0,1,57,57,57,57,0.0,57,1,129,129,129,129,0.0,129
147.32.84.164,147.32.80.9,38874,53,17,2,153,78,231,115.5,37.5,0.0002338886260986328,0.0002338886260986328,0.0002338886260986328,0.0002338886260986328,0.0,1,1.0,1,78,78,78,78,0.0,78,1,153,153,153,153,0.0,153
147.32.84.164,147.32.80.9,50352,53,17,2,147,64,211,105.5,41.5,0.0005168914794921875,0.0005168914794921875,0.0005168914794921875,0.0005168914794921875,0.0,1,1.0,1,64,64,64,64,0.0,64,1,147,147,147,147,0.0,147
74.125.43.16,147.32.84.134,993,44778,6,86,119,52,6224,72.37209302325581,17.865158055932213,305.15328192710876,3.814697265625e-06,1069.2020661830902,12.57884783744812,58.259176150294294,51,0.6,51,94,52,3609,70.76470588235294,17.359619851370113,85,35,119,52,2615,74.71428571428571,18.32651697649602,52
147.32.84.170,147.32.80.9,55313,53,17,2,210,70,280,140.0,70.0,0.017179012298583984,0.017179012298583984,0.017179012298583984,0.017179012298583984,0.0,1,1.0,1,70,70,70,70,0.0,70,1,210,210,210,210,0.0,210
147.32.84.134,147.32.80.9,57617,53,17,2,137,64,201,100.5,36.5,0.00030803680419921875,0.00030803680419921875,0.00030803680419921875,0.00030803680419921875,0.0,1,1.0,1,64,64,64,64,0.0,64,1,137,137,137,137,0.0,137
147.32.84.134,147.32.80.9,37566,53,17,2,107,51,158,79.0,28.0,0.00013399124145507812,0.00013399124145507812,0.00013399124145507812,0.00013399124145507812,0.0,1,1.0,1,51,51,51,51,0.0,51,1,107,107,107,107,0.0,107
147.32.84.134,147.32.80.9,56122,53,17,2,155,62,217,108.5,46.5,0.027344942092895508,0.027344942092895508,0.027344942092895508,0.027344942092895508,0.0,1,1.0,1,62,62,62,62,0.0,62,1,155,155,155,155,0.0,155
147.32.84.164,208.91.135.41,35203,80,6,10,64,52,576,57.6,4.799999999999996,6.0193421840667725,9.059906005859375e-06,12.933012962341309,1.4370014402601454,2.148297554708637,8,0.8888888888888888,6,64,52,344,57.333333333333336,5.49747416749021,60,4,60,52,232,58.0,3.4641016151377544,60
147.32.84.134,147.32.80.9,40892,53,17,2,107,51,158,79.0,28.0,0.00023102760314941406,0.00023102760314941406,0.00023102760314941406,0.00023102760314941406,0.0,1,1.0,1,51,51,51,51,0.0,51,1,107,107,107,107,0.0,107
147.32.84.164,194.79.52.199,46804,80,6,15,1500,40,6780,452.0,602.3013642134089,45.11937403678894,7.152557373046875e-06,90.16079998016357,6.440057141440255,15.773249492166276,9,0.6428571428571429,8,1180,52,1552,194.0,372.68217022014886,60,7,1500,40,5228,746.8571428571429,674.9889795018727,56
147.32.84.170,147.32.80.9,36638,53,17,2,129,57,186,93.0,36.0,0.0006740093231201172,0.0006740093231201172,0.0006740093231201172,0.0006740093231201172,0.0,1,1.0,1,57,57,57,57,0.0,57,1,129,129,129,129,0.0,129
147.32.84.134,147.32.80.9,43139,53,17,2,104,60,164,82.0,22.0,0.00022292137145996094,0.00022292137145996094,0.00022292137145996094,0.00022292137145996094,0.0,1,1.0,1,60,60,60,60,0.0,60,1,104,104,104,104,0.0,104
147.32.84.164,147.32.80.9,48725,53,17,2,132,62,194,97.0,35.0,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.0,1,1.0,1,62,62,62,62,0.0,62,1,132,132,132,132,0.0,132
147.32.84.164,147.32.80.9,47133,53,17,2,61,61,122,61.0,0.0,0.24793291091918945,0.24793291091918945,0.24793291091918945,0.24793291091918945,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.164,147.32.80.9,39861,53,17,2,220,61,281,140.5,79.5,0.0008459091186523438,0.0008459091186523438,0.0008459091186523438,0.0008459091186523438,0.0,1,1.0,1,61,61,61,61,0.0,61,1,220,220,220,220,0.0,220
147.32.84.170,88.86.102.50,39375,5222,6,190,1500,52,38578,203.0421052631579,291.27022778781884,49.9986310005188,6.9141387939453125e-06,1740.0936958789825,9.20684495174065,17.342722622440256,138,0.7301587301587301,103,361,52,9260,89.90291262135922,64.9130134249288,153,87,1500,52,29318,336.98850574712645,383.65907681717107,238
147.32.84.134,205.188.17.129,43314,443,6,121,167,40,7453,61.59504132231405,41.21172474434006,55.69154691696167,0.00010895729064941406,1074.490355014801,8.95408629179001,13.918494726604514,90,0.75,61,76,40,3148,51.60655737704918,13.89808182132634,76,60,167,40,4305,71.75,54.99261314031185,40
147.32.84.134,147.32.80.9,43638,53,17,2,118,61,179,89.5,28.5,0.00030112266540527344,0.00030112266540527344,0.00030112266540527344,0.00030112266540527344,0.0,1,1.0,1,61,61,61,61,0.0,61,1,118,118,118,118,0.0,118
147.32.84.134,147.32.80.9,46324,53,17,2,139,66,205,102.5,36.5,0.0003249645233154297,0.0003249645233154297,0.0003249645233154297,0.0003249645233154297,0.0,1,1.0,1,66,66,66,66,0.0,66,1,139,139,139,139,0.0,139
147.32.84.164,217.112.36.110,57679,80,6,14,1500,52,4594,328.14285714285717,508.59426112470004,0.046434879302978516,4.0531158447265625e-06,0.14348196983337402,0.011037074602567233,0.019290344487436963,5,0.38461538461538464,7,671,52,991,141.57142857142858,216.15593388825124,60,7,1500,52,3603,514.7142857142857,633.2417083740536,60
147.32.84.170,94.127.76.70,60710,80,6,32,1500,52,14264,445.75,462.9588939636002,45.002949953079224,1.0967254638671875e-05,67.38664698600769,2.1737628060002483,8.334293135908704,21,0.6774193548387096,18,484,52,4358,242.11111111111111,211.6763485683034,60,14,1500,52,9906,707.5714285714286,557.1561353729073,60
147.32.84.164,77.75.77.9,44700,80,6,12,1500,52,2774,231.16666666666666,404.08370282515585,9.000783205032349,5.9604644775390625e-06,9.00605583190918,0.81873234835538,2.587391716966682,5,0.45454545454545453,6,1500,52,2032,338.6666666666667,528.1094162723815,60,6,474,52,742,123.66666666666667,156.70106005455807,60
147.32.84.164,147.32.80.9,38758,53,17,2,119,69,188,94.0,25.0,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.0,1,1.0,1,69,69,69,69,0.0,69,1,119,119,119,119,0.0,119
147.32.84.170,147.32.80.9,53862,53,17,2,312,60,372,186.0,126.0,0.00041985511779785156,0.00041985511779785156,0.00041985511779785156,0.00041985511779785156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.134,147.32.80.9,41695,53,17,2,156,70,226,113.0,43.0,0.02010798454284668,0.02010798454284668,0.02010798454284668,0.02010798454284668,0.0,1,1.0,1,70,70,70,70,0.0,70,1,156,156,156,156,0.0,156
147.32.84.170,147.32.80.9,35090,53,17,2,179,60,239,119.5,59.5,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,179,179,179,179,0.0,179
147.32.84.164,147.32.80.9,40514,53,17,2,385,66,451,225.5,159.5,0.0019669532775878906,0.0019669532775878906,0.0019669532775878906,0.0019669532775878906,0.0,1,1.0,1,66,66,66,66,0.0,66,1,385,385,385,385,0.0,385
147.32.84.164,147.32.80.9,36271,53,17,2,189,60,249,124.5,64.5,0.0002930164337158203,0.0002930164337158203,0.0002930164337158203,0.0002930164337158203,0.0,1,1.0,1,60,60,60,60,0.0,60,1,189,189,189,189,0.0,189
147.32.84.170,89.167.251.252,36317,80,6,10,378,52,1122,112.2,117.372739594848,0.02976393699645996,5.0067901611328125e-06,0.09080791473388672,0.01008976830376519,0.013659062579399896,6,0.6666666666666666,6,312,52,580,96.66666666666667,96.34429003434622,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.170,147.32.80.9,57637,53,17,2,242,58,300,150.0,92.0,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.0,1,1.0,1,58,58,58,58,0.0,58,1,242,242,242,242,0.0,242
74.125.43.16,147.32.84.134,993,46955,6,16,120,52,1072,67.0,19.87460691435179,305.30914402008057,2.86102294921875e-06,1060.580885887146,70.7053923924764,122.59859641298716,11,0.7333333333333333,8,86,52,561,70.125,15.56789565098636,86,8,120,52,511,63.875,22.980630430865034,52
147.32.84.170,147.32.80.9,43488,53,17,2,453,61,514,257.0,196.0,0.0006561279296875,0.0006561279296875,0.0006561279296875,0.0006561279296875,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453
147.32.84.164,147.32.80.9,41256,53,17,2,125,69,194,97.0,28.0,0.0004279613494873047,0.0004279613494873047,0.0004279613494873047,0.0004279613494873047,0.0,1,1.0,1,69,69,69,69,0.0,69,1,125,125,125,125,0.0,125
147.32.84.134,147.32.80.9,41540,53,17,2,134,60,194,97.0,37.0,0.00039887428283691406,0.00039887428283691406,0.00039887428283691406,0.00039887428283691406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,134,134,134,134,0.0,134
147.32.84.170,147.32.80.9,44342,53,17,2,312,60,372,186.0,126.0,0.00035881996154785156,0.00035881996154785156,0.00035881996154785156,0.00035881996154785156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,52229,53,17,2,117,66,183,91.5,25.5,0.000263214111328125,0.000263214111328125,0.000263214111328125,0.000263214111328125,0.0,1,1.0,1,66,66,66,66,0.0,66,1,117,117,117,117,0.0,117
147.32.84.170,147.32.80.9,39763,53,17,2,185,67,252,126.0,59.0,0.0003249645233154297,0.0003249645233154297,0.0003249645233154297,0.0003249645233154297,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.170,147.32.80.9,55349,53,17,2,106,65,171,85.5,20.5,0.00014781951904296875,0.00014781951904296875,0.00014781951904296875,0.00014781951904296875,0.0,1,1.0,1,65,65,65,65,0.0,65,1,106,106,106,106,0.0,106
147.32.84.170,147.32.80.9,44030,53,17,2,312,60,372,186.0,126.0,0.0002720355987548828,0.0002720355987548828,0.0002720355987548828,0.0002720355987548828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,39481,53,17,2,211,71,282,141.0,70.0,0.0003199577331542969,0.0003199577331542969,0.0003199577331542969,0.0003199577331542969,0.0,1,1.0,1,71,71,71,71,0.0,71,1,211,211,211,211,0.0,211
147.32.84.164,217.112.36.110,57673,80,6,32,1500,52,18836,588.625,675.5354242191893,0.04685401916503906,4.0531158447265625e-06,0.23528599739074707,0.007589870883572486,0.01691315026840639,13,0.41935483870967744,16,676,52,1464,91.5,150.9296193594882,60,16,1500,52,17372,1085.75,629.0071044908793,60
147.32.84.164,147.32.80.9,33209,53,17,2,129,69,198,99.0,30.0,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0,1,1.0,1,69,69,69,69,0.0,69,1,129,129,129,129,0.0,129
147.32.84.170,209.132.182.33,34135,443,6,24,878,40,5356,223.16666666666666,259.12170027914595,0.21900701522827148,6.9141387939453125e-06,1.4056830406188965,0.06111665393995202,0.08993533002822299,14,0.6086956521739131,14,395,40,2000,142.85714285714286,136.3162589311326,60,10,878,40,3356,335.6,336.8382994850793,44
147.32.84.164,147.32.80.9,58786,53,17,2,168,57,225,112.5,55.5,0.0004119873046875,0.0004119873046875,0.0004119873046875,0.0004119873046875,0.0,1,1.0,1,57,57,57,57,0.0,57,1,168,168,168,168,0.0,168
147.32.84.170,91.189.89.60,49354,443,6,18,1500,52,6951,386.1666666666667,517.1005973481153,0.033303022384643555,6.9141387939453125e-06,0.179243803024292,0.010543753119076,0.013495776869788988,10,0.5882352941176471,8,409,52,1074,134.25,123.29917882938231,60,10,1500,52,5877,587.7,614.6218430872759,60
147.32.84.170,147.32.80.9,50800,53,17,2,483,69,552,276.0,207.0,0.03777003288269043,0.03777003288269043,0.03777003288269043,0.03777003288269043,0.0,1,1.0,1,69,69,69,69,0.0,69,1,483,483,483,483,0.0,483
