sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,147.32.80.9,51945,53,17,2,312,60,372,186.0,126.0,0.0003790855407714844,0.0003790855407714844,0.0003790855407714844,0.0003790855407714844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59920,53,17,2,61,61,122,61.0,0.0,0.2373490333557129,0.2373490333557129,0.2373490333557129,0.2373490333557129,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,147.32.80.9,40803,53,17,2,61,61,122,61.0,0.0,0.247589111328125,0.247589111328125,0.247589111328125,0.247589111328125,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,209.85.148.99,45096,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008786916732788086,2.3126602172851562e-05,0.017811059951782227,0.0035622119903564453,0.004229626415581442,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.106,42338,443,6,15,535,52,1834,122.26666666666667,136.74914584336128,0.4483060836791992,1.7881393432617188e-05,0.5364270210266113,0.03831621578761509,0.11437987812293991,9,0.6428571428571429,7,349,52,777,111.0,103.05754287220873,60,8,535,52,1057,132.125,159.87998428508806,60,
147.32.84.170,147.32.80.9,51866,53,17,2,149,67,216,108.0,41.0,0.00033593177795410156,0.00033593177795410156,0.00033593177795410156,0.00033593177795410156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,74.125.79.99,41359,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.019551992416381836,1.1920928955078125e-05,0.039148807525634766,0.007829761505126953,0.009543869794466822,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,54756,53,17,2,149,67,216,108.0,41.0,0.000286102294921875,0.000286102294921875,0.000286102294921875,0.000286102294921875,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.104,37072,80,6,74,1470,52,32750,442.56756756756755,587.4519435453119,45.11129593849182,3.0994415283203125e-06,261.5229721069336,3.5825064672182685,11.446862421882946,29,0.3972602739726027,39,1470,52,9309,238.69230769230768,465.71148512434803,60,35,1470,52,23441,669.7428571428571,624.532801053585,60,
147.32.84.170,209.85.148.106,41867,443,6,16,873,52,2425,151.5625,223.11851356117896,0.24866604804992676,5.9604644775390625e-06,0.33643507957458496,0.02242900530497233,0.06160539036645788,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,147.32.80.9,54995,53,17,2,244,68,312,156.0,88.0,0.00027298927307128906,0.00027298927307128906,0.00027298927307128906,0.00027298927307128906,0.0,1,1.0,1,68,68,68,68,0.0,68,1,244,244,244,244,0.0,244,
147.32.84.170,147.32.80.9,42916,53,17,2,312,60,372,186.0,126.0,0.00039887428283691406,0.00039887428283691406,0.00039887428283691406,0.00039887428283691406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,53711,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008941888809204102,5.507469177246094e-05,0.018182992935180664,0.003030498822530111,0.00412929261733807,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,41396,53,17,2,312,60,372,186.0,126.0,0.0003981590270996094,0.0003981590270996094,0.0003981590270996094,0.0003981590270996094,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,45044,53,17,2,312,60,372,186.0,126.0,0.0005340576171875,0.0005340576171875,0.0005340576171875,0.0005340576171875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,43992,53,17,2,312,60,372,186.0,126.0,0.00030994415283203125,0.00030994415283203125,0.00030994415283203125,0.00030994415283203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,44914,53,17,2,312,60,372,186.0,126.0,0.00040411949157714844,0.00040411949157714844,0.00040411949157714844,0.00040411949157714844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,58891,80,6,10,384,52,1079,107.9,111.1867348203013,0.18237519264221191,4.0531158447265625e-06,0.2927088737487793,0.03252320819430881,0.05457256349815523,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,209.85.148.147,57333,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009245872497558594,7.319450378417969e-05,0.01853489875793457,0.0037069797515869142,0.004418734365474578,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.105,51920,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008999109268188477,7.891654968261719e-05,0.017982006072998047,0.0035964012145996093,0.004299472645005538,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,50778,53,17,2,312,60,372,186.0,126.0,0.00035691261291503906,0.00035691261291503906,0.00035691261291503906,0.00035691261291503906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,55951,443,6,16,881,52,2453,153.3125,226.99193783865982,0.1556389331817627,9.059906005859375e-06,0.2448410987854004,0.016322739919026694,0.039144531713349084,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60,
147.32.84.170,91.189.89.60,46379,443,6,24,1500,52,6579,274.125,443.7159670047946,0.05911397933959961,4.0531158447265625e-06,0.24725699424743652,0.010750304097714632,0.017314281600598162,9,0.391304347826087,12,561,52,1607,133.91666666666666,147.6913777292214,60,12,1500,52,4972,414.3333333333333,576.747971147036,60,
147.32.84.170,147.32.80.9,51525,53,17,2,149,67,216,108.0,41.0,0.00024080276489257812,0.00024080276489257812,0.00024080276489257812,0.00024080276489257812,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.99,57902,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009176969528198242,1.4066696166992188e-05,0.018233060836791992,0.0036466121673583984,0.004378184008720604,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,46175,80,6,10,384,52,1079,107.9,111.1867348203013,0.10720396041870117,1.5020370483398438e-05,0.2167820930480957,0.02408689922756619,0.0321030387562329,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,36871,53,17,2,312,60,372,186.0,126.0,0.0004608631134033203,0.0004608631134033203,0.0004608631134033203,0.0004608631134033203,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59503,53,17,2,312,60,372,186.0,126.0,0.0003948211669921875,0.0003948211669921875,0.0003948211669921875,0.0003948211669921875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,48160,53,17,2,151,77,228,114.0,37.0,0.0003218650817871094,0.0003218650817871094,0.0003218650817871094,0.0003218650817871094,0.0,1,1.0,1,77,77,77,77,0.0,77,1,151,151,151,151,0.0,151,
147.32.84.170,147.32.80.9,60899,53,17,2,312,60,372,186.0,126.0,0.0005078315734863281,0.0005078315734863281,0.0005078315734863281,0.0005078315734863281,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,54538,53,17,2,312,60,372,186.0,126.0,0.00036215782165527344,0.00036215782165527344,0.00036215782165527344,0.00036215782165527344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,39041,80,6,10,384,52,1079,107.9,111.1867348203013,0.09762382507324219,4.506111145019531e-05,0.20800089836120605,0.023111210929022893,0.02943608996375326,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,47781,53,17,2,129,68,197,98.5,30.5,0.00021219253540039062,0.00021219253540039062,0.00021219253540039062,0.00021219253540039062,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,43608,53,17,2,133,58,191,95.5,37.5,0.19178295135498047,0.19178295135498047,0.19178295135498047,0.19178295135498047,0.0,1,1.0,1,58,58,58,58,0.0,58,1,133,133,133,133,0.0,133,
147.32.84.170,147.32.80.9,33727,53,17,2,185,67,252,126.0,59.0,0.0003139972686767578,0.0003139972686767578,0.0003139972686767578,0.0003139972686767578,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.105,42632,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009073972702026367,1.4066696166992188e-05,0.018012046813964844,0.003602409362792969,0.004329017248974425,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,48605,53,17,2,312,60,372,186.0,126.0,0.0005898475646972656,0.0005898475646972656,0.0005898475646972656,0.0005898475646972656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,60551,53,17,2,129,68,197,98.5,30.5,0.0003390312194824219,0.0003390312194824219,0.0003390312194824219,0.0003390312194824219,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,44694,53,17,2,312,60,372,186.0,126.0,0.0004811286926269531,0.0004811286926269531,0.0004811286926269531,0.0004811286926269531,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,60666,53,17,2,312,60,372,186.0,126.0,0.0003559589385986328,0.0003559589385986328,0.0003559589385986328,0.0003559589385986328,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,184.72.106.140,50914,80,6,45,1500,52,45170,1003.7777777777778,674.6624798581843,0.12315011024475098,3.814697265625e-06,0.975193977355957,0.02216349948536266,0.046748784421234105,17,0.38636363636363635,12,692,52,1272,106.0,176.69936804263523,60,33,1500,52,43898,1330.2424242424242,457.8865169915008,60,
147.32.84.170,200.123.107.183,43804,80,6,1057,1500,52,1026812,971.4399243140965,696.4624156001588,16.547806978225708,3.0994415283203125e-06,37.5449481010437,0.03555392812598835,0.5163129600757032,745,0.7054924242424242,382,1095,52,20915,54.75130890052356,53.295122571486935,60,675,1500,52,1005897,1490.2177777777779,115.20509882406184,64,
147.32.84.170,147.32.80.9,43900,53,17,2,185,67,252,126.0,59.0,0.00023603439331054688,0.00023603439331054688,0.00023603439331054688,0.00023603439331054688,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,39273,53,17,2,149,67,216,108.0,41.0,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,44766,53,17,2,61,61,122,61.0,0.0,0.23348617553710938,0.23348617553710938,0.23348617553710938,0.23348617553710938,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,147.32.80.9,42181,53,17,2,312,60,372,186.0,126.0,0.00034618377685546875,0.00034618377685546875,0.00034618377685546875,0.00034618377685546875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,51601,443,6,27,434,52,2181,80.77777777777777,77.24532028655743,45.11115097999573,1.5974044799804688e-05,250.03979897499084,9.616915345191956,17.614225140107823,18,0.6923076923076923,15,434,52,1253,83.53333333333333,95.90333095825655,60,12,205,52,928,77.33333333333333,43.67175542867751,60,
147.32.84.170,147.32.80.9,48343,53,17,2,61,61,122,61.0,0.0,0.23699712753295898,0.23699712753295898,0.23699712753295898,0.23699712753295898,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,147.32.80.9,41303,53,17,2,312,60,372,186.0,126.0,0.00018095970153808594,0.00018095970153808594,0.00018095970153808594,0.00018095970153808594,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,35558,53,17,4,312,60,744,186.0,126.0,4960.019086122513,0.00031685829162597656,4960.019753932953,1653.3399179776509,2338.175263003524,3,1.0,2,60,60,120,60.0,0.0,60,2,312,312,624,312.0,0.0,312,
147.32.84.170,147.32.80.9,38500,53,17,2,312,60,372,186.0,126.0,0.0002701282501220703,0.0002701282501220703,0.0002701282501220703,0.0002701282501220703,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,184.72.106.140,50916,80,6,46,1500,52,46482,1010.4782608695652,676.2139081144444,0.12074708938598633,4.0531158447265625e-06,0.9690968990325928,0.021535486645168727,0.04601563268535153,17,0.37777777777777777,13,692,52,1324,101.84615384615384,170.37598519556957,60,33,1500,52,45158,1368.4242424242425,415.449448502209,60,
147.32.84.170,209.85.148.106,57575,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009395122528076172,6.413459777832031e-05,0.01908397674560547,0.0038167953491210936,0.00451043065592047,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
199.59.163.170,147.32.84.170,80,11817,6,2,40,40,80,40.0,0.0,0.00011420249938964844,0.00011420249938964844,0.00011420249938964844,0.00011420249938964844,0.0,1,1.0,1,40,40,40,40,0.0,40,1,40,40,40,40,0.0,40,
147.32.84.170,195.113.232.82,58904,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,10.153233051300049,8.606910705566406e-05,10.155309915542603,2.0310619831085206,4.061085551106566,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,45091,80,6,10,384,52,1079,107.9,111.1867348203013,0.09947490692138672,5.0067901611328125e-06,0.2093961238861084,0.02326623598734538,0.02993063680298671,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,55275,53,17,2,312,60,372,186.0,126.0,0.0002899169921875,0.0002899169921875,0.0002899169921875,0.0002899169921875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,60141,53,17,2,312,60,372,186.0,126.0,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,55791,53,17,2,149,67,216,108.0,41.0,0.00029397010803222656,0.00029397010803222656,0.00029397010803222656,0.00029397010803222656,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,41630,53,17,2,493,77,570,285.0,208.0,0.00041294097900390625,0.00041294097900390625,0.00041294097900390625,0.00041294097900390625,0.0,1,1.0,1,77,77,77,77,0.0,77,1,493,493,493,493,0.0,493,
147.32.84.170,209.85.148.104,38452,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00934910774230957,8.20159912109375e-05,0.01879596710205078,0.0037591934204101564,0.004455508090786421,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,54714,53,17,2,130,70,200,100.0,30.0,0.00038814544677734375,0.00038814544677734375,0.00038814544677734375,0.00038814544677734375,0.0,1,1.0,1,70,70,70,70,0.0,70,1,130,130,130,130,0.0,130,
147.32.84.170,147.32.80.9,49619,53,17,2,312,60,372,186.0,126.0,0.000492095947265625,0.000492095947265625,0.000492095947265625,0.000492095947265625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,38454,53,17,2,312,60,372,186.0,126.0,0.00047898292541503906,0.00047898292541503906,0.00047898292541503906,0.00047898292541503906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
218.237.2.114,147.32.84.164,34450,51413,17,1,93,93,93,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,93,93,93,93,0.0,93,0,0,0,0,0,0.0,0,
147.32.84.170,209.85.148.105,33920,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009176969528198242,1.2874603271484375e-05,0.01830601692199707,0.0036612033843994142,0.0043827821974700655,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.99,57896,80,6,8,60,52,432,54.0,3.4641016151377544,0.010856866836547852,6.914138793945312e-05,0.020309925079345703,0.0029014178684779574,0.004404829209305906,4,0.5714285714285714,4,60,52,216,54.0,3.4641016151377544,60,4,60,52,216,54.0,3.4641016151377544,60,
147.32.84.170,209.85.148.103,34530,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008706092834472656,8.797645568847656e-05,0.017835140228271484,0.0029725233713785806,0.003999337827209002,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,49253,53,17,4,312,60,624,156.0,102.85183518051586,4179.523977994919,0.00028896331787109375,4179.524600982666,1393.174866994222,1970.2463511417006,3,1.0,2,67,60,127,63.5,3.5,60,2,312,185,497,248.5,63.5,312,
199.59.163.170,147.32.84.164,80,7900,6,2,40,40,80,40.0,0.0,0.00014710426330566406,0.00014710426330566406,0.00014710426330566406,0.00014710426330566406,0.0,1,1.0,1,40,40,40,40,0.0,40,1,40,40,40,40,0.0,40,
147.32.84.170,147.32.80.9,52311,53,17,2,312,60,372,186.0,126.0,0.00025010108947753906,0.00025010108947753906,0.00025010108947753906,0.00025010108947753906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.106,55899,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00902700424194336,7.581710815429688e-05,0.018259048461914062,0.0036518096923828123,0.004303342536123794,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,37179,80,6,10,384,52,1079,107.9,111.1867348203013,0.10219192504882812,1.1920928955078125e-05,0.21329689025878906,0.023699654473198786,0.030746892932986387,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,41256,53,17,2,185,67,252,126.0,59.0,0.00035881996154785156,0.00035881996154785156,0.00035881996154785156,0.00035881996154785156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,33902,53,17,2,264,60,324,162.0,102.0,0.0003008842468261719,0.0003008842468261719,0.0003008842468261719,0.0003008842468261719,0.0,1,1.0,1,60,60,60,60,0.0,60,1,264,264,264,264,0.0,264,
147.32.84.170,147.32.80.9,40821,53,17,2,139,65,204,102.0,37.0,0.021346092224121094,0.021346092224121094,0.021346092224121094,0.021346092224121094,0.0,1,1.0,1,65,65,65,65,0.0,65,1,139,139,139,139,0.0,139,
147.32.84.170,147.32.80.9,50449,53,17,2,312,60,372,186.0,126.0,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,33385,53,17,2,312,60,372,186.0,126.0,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,53933,53,17,2,149,67,216,108.0,41.0,0.0002949237823486328,0.0002949237823486328,0.0002949237823486328,0.0002949237823486328,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,47279,53,17,2,312,60,372,186.0,126.0,0.0005350112915039062,0.0005350112915039062,0.0005350112915039062,0.0005350112915039062,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59111,53,17,2,288,61,349,174.5,113.5,0.000415802001953125,0.000415802001953125,0.000415802001953125,0.000415802001953125,0.0,1,1.0,1,61,61,61,61,0.0,61,1,288,288,288,288,0.0,288,
147.32.84.170,147.32.80.9,46059,53,17,2,312,60,372,186.0,126.0,0.0002980232238769531,0.0002980232238769531,0.0002980232238769531,0.0002980232238769531,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,40882,53,17,2,312,60,372,186.0,126.0,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,74.125.79.99,41260,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.020998001098632812,7.700920104980469e-05,0.040248870849609375,0.008049774169921874,0.009741438806594232,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,42172,53,17,4,312,60,588,147.0,101.48645229783136,837.7167720794678,0.0002899169921875,837.7175807952881,279.2391935984294,394.90328288459557,3,1.0,2,67,60,127,63.5,3.5,60,2,312,149,461,230.5,81.5,312,
147.32.84.170,194.213.62.45,41860,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,10.005975008010864,7.700920104980469e-05,10.07449197769165,1.6790819962819417,3.723937552191592,5,0.8333333333333334,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,40104,53,17,2,312,60,372,186.0,126.0,0.00041794776916503906,0.00041794776916503906,0.00041794776916503906,0.00041794776916503906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,52881,53,17,2,280,92,372,186.0,94.0,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.0,1,1.0,1,92,92,92,92,0.0,92,1,280,280,280,280,0.0,280,
147.32.84.170,147.32.80.9,60425,53,17,2,149,67,216,108.0,41.0,0.0002689361572265625,0.0002689361572265625,0.0002689361572265625,0.0002689361572265625,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,38244,53,17,4,312,60,624,156.0,102.85183518051586,7126.738648891449,0.0003170967102050781,7126.739372968674,2375.5797909895578,3359.57664691696,3,1.0,2,67,60,127,63.5,3.5,60,2,312,185,497,248.5,63.5,312,
147.32.84.170,147.32.80.9,57678,53,17,2,312,60,372,186.0,126.0,0.0003628730773925781,0.0003628730773925781,0.0003628730773925781,0.0003628730773925781,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,47048,53,17,2,149,67,216,108.0,41.0,0.0003979206085205078,0.0003979206085205078,0.0003979206085205078,0.0003979206085205078,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,45375,53,17,2,273,61,334,167.0,106.0,0.020567893981933594,0.020567893981933594,0.020567893981933594,0.020567893981933594,0.0,1,1.0,1,61,61,61,61,0.0,61,1,273,273,273,273,0.0,273,
147.32.84.170,74.125.232.214,49445,443,6,47,1470,52,8882,188.9787234042553,331.3072424638625,29.586073875427246,5.0067901611328125e-06,246.44052600860596,5.3574027393175205,10.829526441608321,34,0.7391304347826086,26,1470,52,5561,213.8846153846154,390.03898492755,60,21,1145,52,3321,158.14285714285714,235.7808275485006,60,
147.32.84.170,209.85.148.105,42182,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009157180786132812,0.00010204315185546875,0.018410921096801758,0.0036821842193603517,0.0043697019201700835,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,37919,53,17,2,149,67,216,108.0,41.0,0.0004260540008544922,0.0004260540008544922,0.0004260540008544922,0.0004260540008544922,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.106,36785,443,6,26,434,52,2129,81.88461538461539,78.50640685421645,45.11115384101868,5.9604644775390625e-06,240.04139709472656,9.601655883789062,17.96382135101769,16,0.64,14,434,52,1201,85.78571428571429,98.88534383056871,60,12,205,52,928,77.33333333333333,43.67175542867751,60,
147.32.84.170,209.85.148.106,55600,443,6,16,873,52,2425,151.5625,223.11851356117896,0.3087730407714844,5.0067901611328125e-06,0.39717602729797363,0.026478401819864907,0.07636241948945041,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,209.85.148.105,42546,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009068012237548828,1.4066696166992188e-05,0.01835489273071289,0.0036709785461425783,0.004372646970574795,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,74.125.79.99,41368,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.020193815231323242,7.319450378417969e-05,0.03988814353942871,0.007977628707885742,0.009669268787966308,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,48215,53,17,2,312,60,372,186.0,126.0,0.0002751350402832031,0.0002751350402832031,0.0002751350402832031,0.0002751350402832031,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,58681,53,17,2,453,61,514,257.0,196.0,0.00040793418884277344,0.00040793418884277344,0.00040793418884277344,0.00040793418884277344,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453,
147.32.84.170,209.85.149.101,52472,80,6,37,1470,52,12678,342.64864864864865,495.7414984737354,45.09593391418457,5.0067901611328125e-06,241.92853498458862,6.720237082905239,15.590022202319929,21,0.5833333333333334,19,1470,52,8364,440.2105263157895,557.190658000366,60,18,1470,52,4314,239.66666666666666,395.99354652429486,60,
147.32.84.170,147.32.80.9,33987,53,17,2,149,67,216,108.0,41.0,0.0003571510314941406,0.0003571510314941406,0.0003571510314941406,0.0003571510314941406,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
